order_id,customer_id,order_date,status,region_code,has_missing_customer
283,148,2026-01-13 03:01:06,DELIVERED,NORTH,False
284,630,2026-02-04 12:21:07,SHIPPED,SOUTH,False
285,423,2026-07-11 19:08:10,PLACED,SOUTH,False
286,771,2025-11-19 17:32:43,CANCELLED,EAST,False
287,63,2024-09-21 05:32:42,DELIVERED,NORTH,False
288,276,2025-06-21 11:25:53,DELIVERED,SOUTH,False
289,312,2026-03-07 10:43:48,DELIVERED,SOUTH,False
290,383,2025-04-22 21:20:07,RETURNED,CENTRAL,False
291,,2025-10-22 16:17:35,DELIVERED,SOUTH,True
292,1,2025-06-07 22:07:32,DELIVERED,EAST,False
293,863,2024-07-26 05:56:00,DELIVERED,CENTRAL,False
294,72,2024-10-10 23:11:06,DELIVERED,EAST,False
295,900,2024-10-14 22:16:29,DELIVERED,EAST,False
296,651,2025-10-29 07:24:21,RETURNED,EAST,False
297,216,2026-10-24 06:02:44,PLACED,WEST,False
298,5,2024-12-29 01:58:43,DELIVERED,WEST,False
299,552,2025-09-19 10:54:24,DELIVERED,WEST,False
300,689,2026-07-09 00:15:36,DELIVERED,NORTH,False
301,128,2025-07-03 00:51:38,PLACED,EAST,False
302,697,2025-12-06 12:35:39,DELIVERED,SOUTH,False
303,240,2024-09-24 20:11:15,DELIVERED,CENTRAL,False
304,,2025-09-23 20:35:44,DELIVERED,CENTRAL,True
305,506,2025-04-24 05:55:33,DELIVERED,SOUTH,False
306,67,2026-07-18 05:14:32,DELIVERED,CENTRAL,False
307,747,2025-12-13 02:34:22,DELIVERED,CENTRAL,False
308,630,2025-02-20 17:17:18,DELIVERED,NORTH,False
309,875,2024-10-17 06:06:38,DELIVERED,WEST,False
310,508,2025-03-12 08:17:01,DELIVERED,WEST,False
311,546,2025-12-21 00:00:00,DELIVERED,NORTH,False
312,756,2026-04-08 14:23:09,SHIPPED,EAST,False
313,319,2025-08-14 09:54:41,PLACED,EAST,False
314,861,2025-05-09 20:35:08,PLACED,EAST,False
315,533,2025-12-11 15:35:46,DELIVERED,WEST,False
316,593,2025-05-01 10:22:39,DELIVERED,NORTH,False
317,802,2026-03-06 21:53:30,DELIVERED,NORTH,False
318,105,2026-02-10 02:01:31,SHIPPED,WEST,False
319,239,2025-08-08 23:46:04,DELIVERED,WEST,False
320,902,2024-09-02 11:20:41,PLACED,CENTRAL,False
321,337,2026-09-20 06:02:44,DELIVERED,CENTRAL,False
322,130,2025-08-15 11:41:43,DELIVERED,SOUTH,False
323,141,2026-03-07 00:00:00,RETURNED,EAST,False
324,319,2025-11-05 19:49:43,DELIVERED,EAST,False
325,378,2026-01-19 04:40:11,DELIVERED,CENTRAL,False
326,880,2024-12-16 07:40:50,DELIVERED,NORTH,False
327,350,2025-11-10 20:28:32,DELIVERED,CENTRAL,False
328,580,2024-10-11 11:25:47,DELIVERED,NORTH,False
329,508,2026-04-08 00:00:00,DELIVERED,SOUTH,False
330,493,2025-12-07 14:43:00,DELIVERED,SOUTH,False
331,846,2024-07-21 15:51:48,SHIPPED,EAST,False
332,451,2025-06-09 11:11:51,PLACED,SOUTH,False
333,291,2025-03-04 08:36:49,DELIVERED,SOUTH,False
334,,2024-08-15 08:45:52,DELIVERED,WEST,True
335,671,2025-09-10 20:34:12,DELIVERED,EAST,False
336,677,2025-11-06 12:18:19,DELIVERED,NORTH,False
337,122,2024-09-19 22:09:35,DELIVERED,EAST,False
338,326,2025-01-21 07:55:37,DELIVERED,SOUTH,False
339,875,2026-01-18 20:57:54,DELIVERED,SOUTH,False
340,872,2024-09-17 13:52:23,DELIVERED,CENTRAL,False
341,67,2024-10-16 21:00:22,DELIVERED,CENTRAL,False
342,476,2025-02-20 21:03:01,RETURNED,WEST,False
343,275,2026-06-23 14:48:55,DELIVERED,SOUTH,False
344,463,2024-11-20 02:59:25,DELIVERED,EAST,False
345,261,2026-07-01 12:37:41,DELIVERED,CENTRAL,False
346,43,2025-11-10 13:03:34,DELIVERED,WEST,False
347,325,2025-01-15 00:00:00,PLACED,NORTH,False
348,302,2024-08-20 11:53:25,CANCELLED,NORTH,False
349,122,2026-06-08 00:00:00,DELIVERED,EAST,False
350,764,2026-05-09 13:52:50,RETURNED,CENTRAL,False
351,935,2025-02-17 02:13:04,RETURNED,WEST,False
352,842,2025-08-11 22:09:08,DELIVERED,SOUTH,False
353,887,2024-10-27 22:23:49,DELIVERED,CENTRAL,False
354,776,2025-07-11 00:44:01,DELIVERED,WEST,False
355,789,2025-03-03 08:46:12,PLACED,SOUTH,False
356,592,2026-05-14 01:56:19,DELIVERED,EAST,False
357,348,2026-07-15 21:53:41,DELIVERED,EAST,False
358,334,2025-10-03 13:38:39,RETURNED,EAST,False
359,582,2025-07-25 17:57:01,RETURNED,SOUTH,False
360,972,2025-12-02 06:59:22,DELIVERED,WEST,False
361,655,2025-11-13 19:12:31,PLACED,CENTRAL,False
362,,2024-08-19 10:48:28,DELIVERED,EAST,True
363,676,2024-08-13 14:31:39,DELIVERED,WEST,False
364,401,2024-10-29 06:10:09,PLACED,SOUTH,False
365,134,2026-04-04 02:59:59,SHIPPED,CENTRAL,False
366,962,2024-12-21 23:32:07,DELIVERED,SOUTH,False
367,457,2024-10-23 19:23:45,CANCELLED,WEST,False
368,472,2025-08-25 00:00:00,CANCELLED,EAST,False
369,718,2025-09-23 01:23:00,DELIVERED,WEST,False
370,256,2025-02-05 09:41:38,DELIVERED,CENTRAL,False
371,98,2026-01-01 08:50:02,DELIVERED,CENTRAL,False
372,299,2025-05-22 00:00:00,CANCELLED,WEST,False
373,781,2025-08-23 10:12:26,DELIVERED,EAST,False
374,420,2025-01-24 04:32:41,PLACED,WEST,False
375,391,2025-11-04 09:57:45,DELIVERED,SOUTH,False
376,335,2024-11-14 01:45:44,DELIVERED,WEST,False
377,144,2025-06-15 22:05:11,DELIVERED,SOUTH,False
378,302,2026-06-07 21:15:44,PLACED,EAST,False
379,158,2025-11-23 23:02:55,DELIVERED,WEST,False
380,,2026-06-04 13:38:55,DELIVERED,NORTH,True
381,400,2024-10-30 09:48:35,DELIVERED,SOUTH,False
382,952,2024-12-13 14:47:55,PLACED,NORTH,False
383,346,2025-10-20 15:48:47,SHIPPED,SOUTH,False
384,742,2025-01-30 13:30:41,DELIVERED,SOUTH,False
385,640,2025-10-23 06:04:43,DELIVERED,EAST,False
386,332,2025-11-01 08:22:13,DELIVERED,NORTH,False
387,674,2025-12-21 15:49:54,DELIVERED,EAST,False
388,786,2025-09-02 12:01:45,RETURNED,CENTRAL,False
389,176,2025-11-02 22:56:15,DELIVERED,SOUTH,False
390,341,2025-07-26 08:37:33,DELIVERED,NORTH,False
391,,2024-11-14 14:26:59,DELIVERED,CENTRAL,True
392,602,2026-03-09 00:00:00,SHIPPED,SOUTH,False
393,756,2025-03-05 20:48:11,DELIVERED,SOUTH,False
394,156,2026-02-13 05:34:39,RETURNED,WEST,False
395,757,2025-04-20 13:57:11,PLACED,WEST,False
396,664,2026-06-21 23:13:16,DELIVERED,SOUTH,False
397,553,2025-01-14 13:32:10,DELIVERED,SOUTH,False
398,623,2025-01-31 02:13:53,PLACED,WEST,False
399,72,2025-08-10 00:00:00,SHIPPED,SOUTH,False
400,607,2025-11-29 09:43:17,DELIVERED,WEST,False
401,319,2025-05-10 22:01:09,DELIVERED,CENTRAL,False
402,460,2025-03-15 08:39:47,RETURNED,EAST,False
403,408,2024-09-20 18:22:40,DELIVERED,SOUTH,False
404,840,2026-05-12 22:58:45,SHIPPED,EAST,False
405,610,2026-02-06 03:17:31,DELIVERED,EAST,False
406,385,2024-11-01 15:54:23,SHIPPED,SOUTH,False
407,,2026-02-20 18:23:07,CANCELLED,WEST,True
408,994,2025-02-02 15:58:10,PLACED,NORTH,False
409,944,2024-09-27 07:40:58,RETURNED,EAST,False
410,522,2026-07-03 06:23:24,DELIVERED,WEST,False
411,754,2024-12-27 02:28:39,DELIVERED,NORTH,False
412,715,2026-06-13 00:43:32,SHIPPED,SOUTH,False
413,617,2026-02-09 13:02:08,SHIPPED,WEST,False
414,408,2024-10-15 23:43:46,DELIVERED,SOUTH,False
415,850,2025-08-06 08:26:39,DELIVERED,CENTRAL,False
416,316,2026-04-18 07:34:49,SHIPPED,CENTRAL,False
417,796,2025-09-20 21:33:31,DELIVERED,EAST,False
418,7,2026-09-21 06:02:44,DELIVERED,WEST,False
419,671,2024-09-25 13:29:48,SHIPPED,WEST,False
420,187,2025-03-29 15:16:35,DELIVERED,SOUTH,False
421,829,2025-09-08 17:19:34,DELIVERED,CENTRAL,False
422,112,2025-02-08 18:21:24,DELIVERED,EAST,False
423,31,2025-01-31 18:30:48,PLACED,NORTH,False
424,682,2024-09-28 03:18:20,PLACED,CENTRAL,False
425,533,2024-08-21 19:23:41,DELIVERED,WEST,False
426,345,2025-03-07 01:29:08,CANCELLED,WEST,False
427,388,2026-01-18 00:00:02,PLACED,WEST,False
428,743,2024-11-26 17:59:19,DELIVERED,SOUTH,False
429,378,2026-02-26 14:25:14,DELIVERED,NORTH,False
430,654,2027-02-17 06:02:44,RETURNED,EAST,False
431,695,2026-02-13 22:27:58,SHIPPED,WEST,False
432,962,2025-08-24 18:10:08,CANCELLED,WEST,False
433,301,2026-04-23 01:41:48,DELIVERED,CENTRAL,False
434,33,2025-05-07 21:36:51,DELIVERED,WEST,False
435,173,2025-09-23 10:37:20,DELIVERED,SOUTH,False
436,772,2025-01-23 00:15:33,PLACED,EAST,False
437,925,2025-12-01 08:41:24,RETURNED,NORTH,False
438,682,2025-12-20 18:24:10,DELIVERED,SOUTH,False
439,955,2025-11-10 02:36:11,CANCELLED,WEST,False
440,670,2024-10-29 23:45:00,DELIVERED,NORTH,False
441,298,2025-09-05 08:43:43,DELIVERED,NORTH,False
442,587,2025-01-29 01:55:34,PLACED,NORTH,False
443,605,2026-05-19 16:12:12,DELIVERED,SOUTH,False
444,5437,2025-10-27 16:33:32,DELIVERED,SOUTH,False
445,836,2025-04-14 03:49:47,DELIVERED,SOUTH,False
446,765,2026-02-05 17:46:33,DELIVERED,NORTH,False
447,281,2025-11-25 04:40:09,DELIVERED,WEST,False
448,61,2025-05-19 06:58:27,DELIVERED,SOUTH,False
449,718,2025-06-17 04:13:13,DELIVERED,EAST,False
450,835,2025-06-03 10:09:42,DELIVERED,WEST,False
451,357,2025-04-02 08:42:30,DELIVERED,SOUTH,False
