item_id,order_id,product_id,quantity,unit_price,discount_percent
90,2383,91,2,27806.75,9.09
91,1086,294,5,1864.81,27.36
92,2953,279,1,35384.03,2.59
93,3192,127,1,15815.29,15.65
94,1707,100,-2,32662.54,30.89
95,3566,135,5,16445.11,4.78
96,3806,226,2,4444.91,33.14
97,3355,109,5,64441.74,33.39
98,2571,271,4,7724.58,33.87
99,1551,496,3,48306.14,19.74
100,2306,302,1,6014.76,28.84
101,1551,456,5,26399.13,2.95
102,2637,180,5,49338.88,28.91
103,3283,431,3,25897.29,13.36
104,88,7,0,32907.82,10.44
105,3608,339,4,57341.48,7.29
106,1683,420,2,67168.06,26.31
107,497,454,5,65759.47,4.7
108,903,418,1,38968.94,11.13
109,2678,87,1,36987.61,19.98
110,1412,44,5,19535.49,34.05
111,2412,219,4,45376.45,4.02
112,3166,163,4,67328.59,19.63
113,1483,182,5,60592.65,32.7
114,3693,479,2,51736.14,37.1
115,1883,183,5,7542.97,14.07
116,1913,67,5,51197.98,14.52
117,2008,123,3,26261.04,11.29
118,2516,310,3,40571.42,21.48
119,1924,32,2,48837.43,33.69
120,3654,292,5,29502.97,19.64
121,2398,392,2,38924.65,8.52
122,2281,401,3,33499.28,20.62
123,951,142,3,54322.31,2.13
124,3917,438,4,46562.07,22.34
125,807,71,3,40593.79,38.94
126,339,291,4,45623.93,37.31
127,2809,495,4,33842.53,25.93
128,2705,469,4,8918.91,18.35
129,1234,354,3,23230.22,37.0
130,1441,264,5,2569.56,6.32
131,3225,96,5,61761.92,25.75
132,1051,500,5,482.75,35.6
133,2134,297,-3,45078.66,10.89
134,1117,250,1,54599.6,0.63
135,2429,491,5,247.57,23.38
136,3485,481,1,43628.26,24.6
137,466,498,2,66734.06,23.45
138,861,20,5,59878.11,3.57
139,1228,431,4,65321.53,39.11
140,2815,84,2,376.77,36.34
141,729,87,2,10214.41,15.58
142,1024,152,1,16150.81,30.03
143,1577,133,1,33139.07,37.04
144,204,437,1,68971.99,9.99
145,211,391,3,51709.03,5.34
146,3032,197,2,36094.48,19.5
147,3709,172,4,18996.41,21.15
148,786,175,2,68639.59,32.14
149,2447,60,1,30831.25,30.36
150,2510,91,3,51680.05,22.63
151,1246,334,2,19927.35,4.65
152,2337,418,5,35999.07,105.12
153,1483,87,4,28941.33,23.22
154,9062,78,2,3757.13,18.01
155,3696,267,3,27461.61,39.19
156,1491,308,5,8855.0,18.53
157,2712,140,3,48615.33,36.53
158,2363,457,3,6792.96,4.55
159,782,274,3,53760.05,14.37
160,3635,452,3,50897.96,107.14
161,3010,400,4,11193.17,33.35
162,572,230,3,33264.97,17.64
163,122,339,2,46298.29,26.07
164,3078,359,4,61374.42,12.1
165,3544,432,2,48217.22,13.52
166,84,353,2,47174.02,14.81
167,3293,71,4,24224.87,31.93
168,749,304,3,47013.19,32.43
169,2432,283,4,22436.52,28.38
170,759,465,1,26785.68,37.12
171,786,245,2,61942.05,26.04
172,3022,396,3,45583.15,14.09
173,324,350,5,40565.05,32.82
174,767,4,2,57084.44,18.7
175,3501,397,1,63181.7,28.93
176,2320,234,5,26545.25,15.98
177,1705,297,4,25184.45,116.94
178,2503,461,3,26049.49,11.12
179,1364,314,2,4852.36,28.32
180,1205,474,4,64183.67,4.39
181,107,478,4,30107.83,9.22
182,1647,252,-5,16728.97,29.36
183,3617,432,2,35237.63,16.79
184,3318,111,1,44386.07,38.23
185,2233,319,5,45820.8,31.7
186,2336,384,3,22512.99,17.72
187,570,217,1,17205.16,29.97
188,3509,54,2,62851.94,33.65
189,2192,401,2,67980.08,17.28
190,3640,10,-1,17155.28,21.3
191,1711,257,3,10841.66,36.71
192,311,217,1,4528.28,5.39
193,2599,145,5,39815.86,7.66
194,2351,160,1,46550.77,0.82
195,1048,446,2,3292.17,1.74
196,86,121,-4,23635.54,11.69
197,1368,76,4,47971.58,28.83
198,524,67,5,46037.02,34.43
199,2004,482,1,40806.53,24.0
200,2035,33,4,15358.97,17.52
201,1968,294,1,15740.97,21.48
202,1870,60,2,41146.97,8.99
203,1307,405,5,32018.71,33.16
204,2967,297,1,46063.84,1.22
205,3191,413,1,22432.03,4.28
206,1358,201,5,50462.44,25.5
207,136,230,3,5818.34,30.69
208,2309,234,1,739.06,12.56
209,224,29,1,48121.8,22.36
210,1419,480,3,53188.58,26.95
211,148,258,5,61235.73,18.24
212,2204,500,5,68144.3,28.63
213,434,474,1,19514.64,5.59
214,3150,152,3,28266.89,39.49
215,2819,455,4,1755.55,37.74
216,2843,140,5,10553.1,20.87
217,1776,289,3,38470.69,19.9
218,1926,168,1,32507.59,112.87
219,193,431,3,26428.12,18.54
220,1734,416,5,56789.6,26.29
221,246,238,1,31045.39,20.54
222,2437,83,5,19961.54,10.44
223,92,262,5,29906.45,27.2
224,1182,191,2,6918.28,14.29
225,3225,126,4,19095.22,32.68
226,3701,350,3,32909.38,14.16
227,117,80,3,14504.51,3.66
228,300,14,3,44859.43,23.67
229,114,402,4,2458.44,25.98
230,3569,402,1,64932.72,6.56
231,2679,70,2,22220.01,8.01
232,1739,367,4,42836.01,26.72
233,1107,162,4,14794.34,11.01
234,3127,320,3,25906.77,21.2
235,2187,410,5,13526.55,12.44
236,799,486,3,46925.97,20.45
237,3822,162,2,3333.14,1.12
238,2037,414,5,14945.53,35.67
239,1062,253,3,34282.69,11.22
240,1037,219,3,19869.47,23.49
241,217,153,1,38311.62,20.44
242,516,117,4,54993.24,8.32
243,3341,299,3,7182.21,26.13
244,497,182,-3,51220.06,14.42
245,2471,417,1,15695.31,33.35
246,3451,185,3,46839.75,5.73
247,3657,68,4,26115.55,15.77
248,2659,133,5,66349.31,23.9
249,3842,403,5,59603.76,36.99
250,2423,358,5,52429.7,37.06
251,1452,372,3,13634.24,35.03
252,448,55,3,37106.49,32.04
253,544,442,3,46646.39,23.99
254,530,342,1,19482.59,10.82
255,166,119,4,35399.17,3.23
256,3920,273,1,50334.33,28.29
257,664,478,3,36883.33,14.26
258,2942,94,4,14558.52,19.61
259,861,234,3,13667.81,32.8
260,3226,96,4,5724.85,16.73
261,3927,35,-1,18133.56,19.59
262,3662,342,3,55142.72,15.41
263,3979,128,3,7931.2,14.45
264,108,16,1,46618.81,2.62
265,2328,425,1,63333.44,9.32
266,432,380,5,21897.16,37.86
267,1393,328,2,58087.53,36.5
268,2854,78,2,12221.58,0.01
269,2297,433,4,52718.03,30.13
270,1144,20,2,9328.63,12.93
271,859,238,3,66233.42,35.75
272,471,270,4,37759.26,146.86
273,3254,87,1,66838.84,2.68
274,3008,253,2,45526.37,20.53
275,2113,301,4,23813.75,13.52
276,3085,128,3,27449.23,36.35
277,2548,277,4,63802.35,17.17
278,1180,139,2,53615.49,36.75
279,1327,340,3,13657.51,19.48
280,1212,472,2,66334.47,4.26
281,3081,345,4,61409.36,22.24
282,1719,45,3,3963.91,24.82
283,2645,259,4,31414.81,17.15
284,968,38,4,67696.02,8.67
285,1142,76,1,64852.21,27.03
286,1060,322,4,41304.26,0.11
287,1594,222,5,63010.46,31.45
288,3698,497,1,66406.18,37.62
289,652,457,2,33941.14,4.71
290,757,338,0,35490.43,22.1
291,2360,398,5,27276.94,28.23
292,9277,209,1,45787.44,19.64
293,190,500,2,17325.4,10.75
294,2609,137,2,43214.79,17.35
295,2784,256,4,56118.58,32.65
296,1746,127,4,61050.78,33.26
297,129,159,3,62437.84,34.71
298,1163,196,5,16799.56,25.48
299,3730,251,4,56029.35,14.31
300,9167,77,3,20439.33,17.49
301,2209,322,3,4586.86,20.24
302,446,352,5,40100.95,16.73
303,337,269,2,62809.19,34.78
304,3348,63,1,14931.78,0.57
305,3973,180,1,29480.68,20.46
306,3784,238,1,45545.76,10.64
307,1556,457,3,7046.33,33.51
308,2809,342,3,66235.81,19.66
309,3080,247,3,68090.63,15.39
310,192,72,-2,41090.17,37.13
311,1274,320,3,37679.45,14.55
312,2028,380,5,19419.8,5.74
313,9040,424,5,37604.25,35.62
314,3210,246,5,9907.53,1.39
315,1700,132,4,17414.94,6.49
316,795,460,2,5666.75,9.56
317,3776,166,5,24118.2,14.15
318,2041,39,2,19462.14,22.78
319,1688,480,3,31796.71,20.93
320,2343,169,2,24534.46,37.02
321,1628,431,5,38051.25,26.28
322,3300,73,5,22992.4,18.56
323,2796,397,1,57582.74,30.0
324,3011,361,3,66436.11,12.26
325,2425,249,5,67632.2,34.4
326,1875,417,4,61459.14,35.46
327,538,318,4,21999.64,2.33
328,2951,52,2,64070.22,38.2
329,509,375,3,55786.2,25.36
330,703,218,3,28651.2,1.43
331,2590,97,5,51265.76,1.46
332,1570,330,2,34691.94,11.06
333,1284,82,5,4430.99,2.62
334,3622,8,3,53233.69,1.97
335,3055,452,2,39615.64,34.2
336,3241,13,0,63524.81,37.11
337,50,124,1,65718.38,27.11
338,530,132,4,30942.4,19.58
339,266,475,4,7605.74,13.5
340,1918,127,2,40669.83,4.23
341,3272,493,2,4967.84,28.31
342,242,292,1,3680.16,34.16
343,646,148,5,56893.08,13.22
344,1939,114,5,31577.07,34.59
345,459,404,1,25479.82,23.98
346,1893,216,1,65837.81,3.37
347,766,167,1,41923.09,34.25
348,9142,129,3,14837.03,8.62
349,657,354,5,53246.3,3.72
350,3782,204,1,50288.55,36.79
351,979,229,4,64533.59,20.29
352,1310,112,1,2908.54,7.53
353,179,375,1,60253.61,39.02
354,2644,246,4,11724.04,14.79
355,2696,111,4,15532.32,10.97
356,2916,443,4,37056.08,30.43
357,3844,239,1,21985.71,29.39
358,836,256,1,27802.45,4.33
359,2764,22,5,55027.03,13.09
360,2624,432,2,27752.03,12.59
361,1115,167,2,6616.8,7.36
362,1088,329,4,9262.75,33.57
363,1986,30,1,13064.25,37.43
364,3467,74,5,8661.9,6.21
365,2540,311,3,10825.11,35.7
366,2488,291,1,27679.5,26.68
367,546,169,1,13989.84,25.86
368,223,256,4,28290.78,39.95
369,2815,221,1,68640.86,6.23
370,1546,290,5,44419.71,32.78
371,862,272,5,22989.5,14.24
372,2373,385,4,59541.85,7.37
373,864,485,2,21396.29,6.35
374,3392,373,5,47789.37,6.63
375,1915,204,2,7509.06,35.11
376,1448,194,3,60925.71,3.48
377,1622,242,5,65993.86,20.8
378,2524,387,3,17319.8,39.4
379,3831,214,5,56030.14,17.09
380,941,121,3,60837.57,21.61
381,2231,300,1,4907.97,7.62
382,554,497,2,42753.0,38.78
383,9398,257,2,53542.1,3.07
384,739,100,2,17079.26,6.08
385,3384,41,2,11882.11,0.19
386,187,58,1,12927.83,19.36
387,1425,463,2,40334.36,19.44
388,2824,41,1,66592.54,25.55
389,1541,123,2,18113.93,11.76
390,896,146,5,50356.97,14.91
391,1248,283,1,31735.89,2.34
392,547,320,5,16733.47,33.75
393,3002,366,1,39817.93,29.08
394,468,441,2,42081.2,27.25
395,2909,180,3,13205.12,5.55
396,1847,58,3,7046.16,35.36
397,1915,198,3,34663.4,29.8
398,109,473,1,32859.45,4.52
399,3397,171,4,13337.82,0.28
400,1627,315,2,40200.06,0.63
401,343,185,3,55467.07,11.32
402,318,408,3,22483.06,13.71
403,2162,120,3,54749.59,37.16
404,2066,117,4,69733.78,0.28
405,2665,165,3,23037.96,13.59
406,9255,477,2,50797.14,23.8
407,2247,185,1,7689.61,36.31
408,3078,16,2,5248.77,7.82
409,2532,346,-3,32914.1,16.05
410,2922,140,4,37922.72,18.44
411,3847,323,4,46066.86,22.25
412,670,325,3,20948.72,26.41
413,2805,64,2,7120.92,4.82
414,3085,206,3,32610.84,16.27
415,1705,50,5,33953.16,22.58
416,2328,446,1,66341.94,3.0
417,3107,180,2,67014.06,22.2
418,1251,77,2,4293.41,12.9
419,3758,243,5,54901.24,10.71
420,1478,487,4,13433.68,6.86
421,2575,16,4,62615.44,6.54
422,2509,158,5,53640.48,28.55
423,1173,371,3,53151.88,23.42
424,3261,339,2,31860.07,22.12
425,681,121,2,60003.6,39.22
426,9200,400,2,4278.18,16.97
427,1073,176,2,12517.13,7.85
428,3579,112,4,13767.84,22.26
429,1882,453,3,45720.51,28.66
430,1256,456,3,40374.07,4.21
431,1201,284,3,37273.78,30.61
432,1226,320,3,7920.36,35.97
433,3727,92,4,41126.51,10.07
434,3599,465,4,43580.7,8.17
435,2164,2,3,4421.7,4.73
436,1295,439,3,19565.44,3.01
437,3619,134,2,22801.09,32.51
438,806,463,1,66517.41,10.04
439,3043,326,4,5110.15,29.79
440,1101,14,1,26526.75,23.61
441,3543,416,4,10420.4,12.38
442,3516,174,5,775.45,28.0
443,318,85,3,22391.71,0.36
444,569,96,2,63738.96,36.39
445,1969,117,5,44775.19,38.49
446,463,281,1,20780.67,10.57
447,1524,386,4,67548.12,24.72
448,2070,430,2,18987.6,2.7
449,1055,470,4,29706.19,9.87
450,2943,307,5,49651.84,37.06
451,2457,251,3,49207.59,8.53
452,2494,338,5,57482.5,19.96
453,2627,52,2,2969.23,18.76
454,2403,419,3,59311.23,12.66
455,2334,272,2,24986.19,29.68
456,2260,215,5,14921.81,28.67
457,1259,45,-4,4127.29,33.81
458,2050,469,4,7399.25,12.43
459,96,403,2,42517.08,11.74
460,960,396,3,31803.0,11.06
461,2990,475,3,25472.13,35.78
462,3171,373,2,24780.49,22.41
463,3771,283,3,58087.07,13.24
464,1718,396,5,12017.34,26.39
465,647,390,5,59348.25,24.85
466,1754,300,2,66522.08,19.85
467,2310,225,2,214.36,20.68
468,2295,213,1,39561.6,37.65
469,1311,104,3,47348.69,13.63
470,2492,160,4,9289.24,24.6
471,1780,126,1,14433.84,5.63
472,3626,267,1,12692.13,19.84
473,1567,147,5,7303.31,8.74
474,3910,104,4,68981.29,15.38
475,3023,333,2,21200.12,11.68
476,1719,102,4,6238.25,0.64
477,1931,124,5,65096.51,36.34
478,1989,214,4,24043.45,18.55
479,3909,129,3,62981.08,24.7
480,2066,370,3,7906.09,8.08
481,3694,26,4,37684.33,14.86
482,2997,187,2,47558.24,37.85
483,287,193,5,17640.37,1.14
484,1771,64,-4,52282.55,28.69
485,1217,216,5,67148.98,37.3
486,2304,233,3,17559.99,35.15
487,714,86,1,46718.74,19.12
488,646,192,3,38301.93,18.48
489,2200,302,5,66767.14,26.8
490,1230,35,3,52477.44,29.01
491,2869,222,3,17711.77,39.99
492,1317,447,-5,11061.34,38.74
493,3589,5,5,55154.29,13.21
494,2057,155,4,26396.17,1.8
495,3846,488,5,24158.29,19.6
496,183,237,5,33926.51,27.65
497,2913,55,4,29040.34,16.93
498,908,45,1,27066.08,5.1
499,1099,258,3,49857.39,11.54
500,2731,174,2,64441.77,19.6
501,3930,178,1,25196.38,20.84
502,1918,213,3,39243.5,16.66
503,2385,209,1,44799.98,29.85
504,1400,113,3,14612.46,4.66
505,1369,77,2,26217.52,14.86
506,2487,291,5,31655.81,25.65
507,3028,156,5,36862.77,15.51
508,2340,218,5,65090.54,29.58
509,240,426,4,69247.62,8.19
510,740,248,5,19817.49,106.9
511,2402,47,1,40011.16,38.92
512,2058,342,2,24311.01,0.68
513,3328,214,4,33010.93,0.48
514,2627,312,4,36530.48,29.26
515,3279,382,3,11280.41,28.4
516,833,356,2,69089.04,28.38
517,848,42,3,8248.12,31.48
518,2109,439,-2,57725.82,142.31
519,2882,288,3,23538.63,38.66
520,3763,41,1,32744.3,37.2
521,3258,369,2,65705.09,15.73
522,1245,298,5,36152.2,16.57
523,1378,340,2,42145.04,1.97
524,127,56,4,46261.5,27.54
525,637,232,3,58158.14,38.11
526,2385,207,1,35167.57,29.26
527,2276,435,1,59824.0,15.92
528,1197,259,5,16771.43,31.97
529,2060,227,1,34841.12,4.83
530,1099,430,2,24344.57,34.28
531,2082,430,2,39789.65,32.2
532,1343,157,5,39398.64,34.3
533,1080,164,3,32142.58,32.58
534,3415,275,4,59120.23,35.26
535,1406,299,1,59579.45,36.63
536,2857,107,3,39567.81,20.62
537,2668,8,3,64669.22,30.26
538,2373,397,1,23003.47,16.6
539,942,343,5,9918.85,37.44
540,3697,484,2,4808.4,22.02
541,47,227,5,11597.84,19.07
542,72,193,4,25407.57,20.13
543,9328,167,1,34403.3,13.9
544,1176,420,2,31623.81,1.36
545,2462,175,4,19047.64,23.61
546,1744,182,5,36296.27,28.75
547,2059,496,1,41347.32,8.49
548,722,25,4,48096.48,19.81
549,2309,426,1,22186.54,31.18
550,3226,456,1,64776.36,23.2
551,1847,119,5,44211.67,17.64
552,2984,497,2,2415.43,9.28
553,2476,35,2,36728.75,37.85
554,588,336,1,55537.58,26.41
555,718,387,1,24833.09,23.32
556,1230,93,1,22048.92,23.1
557,1837,286,5,38025.56,30.41
558,1834,85,4,58931.8,39.75
559,2145,426,3,21785.5,35.77
560,2653,149,5,46888.11,8.71
561,2673,292,5,46565.97,9.55
562,2596,86,4,61440.41,30.08
563,1933,444,3,7514.95,4.69
564,3329,253,4,5142.59,17.96
565,560,472,5,11052.57,1.33
566,3974,386,4,63584.03,1.34
567,976,57,1,41685.15,17.52
568,2636,451,5,32653.63,15.12
569,776,49,3,48652.72,37.92
570,1267,414,4,20907.4,17.74
571,3322,336,5,59077.82,12.93
572,2473,474,1,7346.35,14.61
573,460,39,4,22485.72,9.29
574,1753,385,4,60616.29,14.73
575,9312,115,5,18253.51,39.7
576,1326,472,2,43848.52,38.12
577,3058,296,3,10678.48,34.16
578,1232,163,3,60470.74,18.08
579,3580,275,4,38142.53,25.52
580,3375,238,2,6343.82,29.56
581,451,194,4,40663.39,27.52
582,1896,111,3,44336.78,7.19
583,101,386,5,60937.73,18.78
584,760,80,1,12642.89,36.72
585,2343,115,1,9893.93,7.03
586,3088,49,4,63813.8,23.19
587,1477,460,3,37159.12,24.52
588,3779,116,0,2105.11,35.62
589,3706,314,5,783.65,13.06
590,1830,258,5,40957.3,4.01
591,1789,214,1,12207.44,31.75
592,2212,198,5,3680.14,25.0
593,2786,225,5,12519.97,6.8
594,2450,40,3,27854.31,26.58
595,1000,496,5,62467.43,18.76
596,2106,264,2,57802.19,16.21
597,1164,123,4,17900.78,3.61
598,2671,199,1,28931.6,28.53
599,3149,163,2,21525.99,20.97
600,1189,194,5,10785.61,36.55
601,3667,219,1,5723.95,0.07
602,1568,200,4,62387.06,31.62
603,1214,262,1,58077.39,24.5
604,2557,13,4,29236.46,12.49
605,2567,424,5,10452.97,34.95
606,312,397,1,36809.5,10.95
607,799,474,3,1219.52,3.05
608,1901,178,5,44762.77,9.76
609,3069,114,4,46045.51,21.64
610,3180,415,1,4759.24,12.67
611,2306,3,5,57475.18,30.34
612,737,441,5,69958.64,7.24
613,1451,214,4,42568.32,4.81
614,681,365,1,9640.59,19.09
615,3072,494,1,48206.74,9.54
616,692,123,2,39346.59,32.56
617,2072,430,3,16353.0,37.95
618,2632,288,3,53062.42,10.64
619,3021,50,2,20230.63,16.44
620,1686,499,2,4147.24,12.77
621,3400,162,5,8386.6,13.38
622,514,148,4,18112.32,24.57
623,2345,438,5,50040.82,4.99
624,122,469,3,66372.86,35.59
625,1623,208,4,26486.04,31.23
626,21,408,2,32976.95,30.7
627,425,257,0,44812.63,17.45
628,1457,157,2,15233.76,23.43
629,1012,248,1,68203.0,24.31
630,1530,342,4,51878.48,22.36
631,1751,284,4,4833.85,5.98
632,1386,118,4,52947.23,33.2
633,902,358,5,61790.67,23.98
634,1627,240,5,61594.53,24.0
635,1189,369,1,21424.94,32.39
636,1348,142,4,53295.45,17.98
637,3903,422,5,55461.19,2.71
638,3524,17,4,46483.15,15.4
639,3168,435,1,51091.68,35.88
640,396,255,5,67651.37,32.41
641,1286,413,3,7419.6,34.22
642,2805,488,5,64635.32,2.73
643,2410,36,3,8442.22,16.41
644,1081,468,3,7859.79,28.56
645,596,431,4,53948.39,2.67
646,3441,467,4,45449.36,33.91
647,1058,52,5,50375.13,1.03
648,1425,32,5,49475.08,7.73
649,1140,253,4,1672.63,14.74
650,3366,139,5,52518.95,28.4
651,9383,397,3,60322.42,16.41
652,504,249,4,11249.65,17.78
653,1684,406,2,21489.46,26.47
654,1858,307,3,10571.75,19.42
655,3539,450,5,22620.94,16.44
656,1130,482,3,46739.68,33.45
657,2978,499,4,41149.8,33.58
658,2851,286,5,22768.31,32.26
659,2928,494,1,64742.0,28.03
660,1435,204,1,59293.56,36.02
661,1905,230,0,40359.38,4.42
662,2895,211,4,61153.21,29.65
663,3118,108,4,35893.7,36.67
664,2577,225,4,2569.99,34.58
665,3024,35,2,22401.93,39.36
666,1266,197,3,56511.89,16.74
667,3651,56,1,22521.03,0.86
668,3259,16,1,49154.78,36.41
669,3567,418,2,57003.78,31.72
670,1770,377,4,44499.5,26.24
671,1138,115,1,49134.07,22.61
672,3871,456,4,4884.57,26.62
673,3998,398,1,56480.91,7.47
674,3512,57,5,22173.91,33.29
675,124,81,3,43659.18,0.34
676,1530,396,4,13487.98,10.68
677,3803,89,5,65304.51,21.85
678,1303,197,5,45423.78,12.55
679,1372,387,1,31354.5,30.45
680,3900,35,5,58482.5,10.02
681,708,331,2,1539.59,32.29
682,271,391,4,6379.2,7.89
683,1136,172,1,17491.04,32.18
684,3328,49,3,68618.71,1.57
685,10,286,5,37536.8,28.82
686,179,405,5,66395.86,10.04
687,2269,475,1,42162.95,20.61
688,34,447,5,982.54,21.67
689,3493,365,5,58778.83,0.64
690,1393,193,5,68667.85,28.87
691,2909,20,5,44488.24,32.41
692,3939,215,2,1689.52,28.07
693,562,230,1,58087.79,11.62
694,3178,269,5,60496.91,28.96
695,1625,402,1,58767.81,24.88
696,2396,77,3,184.06,15.55
697,918,367,3,63120.23,38.74
698,492,109,4,1735.57,36.76
699,2354,149,1,45499.78,22.79
700,1630,450,1,22708.89,28.96
701,3254,458,2,50963.63,39.85
702,2264,343,4,60668.53,16.53
703,1492,7,3,48194.88,15.87
704,3504,139,5,44399.22,1.45
705,3791,476,2,35769.74,21.22
706,2415,341,4,64088.39,24.53
707,1699,43,4,56463.1,9.6
708,1926,177,3,67572.85,29.58
709,2601,402,5,64992.63,1.31
710,3483,14,-5,29521.56,19.89
711,2311,233,1,15741.21,30.34
712,1495,319,3,5264.66,25.7
713,3044,384,2,29972.61,21.14
714,1920,241,1,33822.61,19.45
715,2600,1,1,38658.6,26.47
716,2087,280,4,31370.54,0.71
717,2915,478,5,19882.72,7.54
718,546,454,5,53527.71,5.36
719,1954,85,2,69659.39,17.84
720,2697,270,5,21734.48,3.99
721,143,274,4,34319.66,33.08
722,3409,147,3,32429.18,30.32
723,3688,160,5,31378.12,26.54
724,1945,91,4,36906.78,33.18
725,989,437,1,29465.1,12.69
726,2725,232,4,36844.94,29.85
727,3249,41,5,61136.64,28.7
728,3563,70,5,49342.78,13.12
729,265,493,5,44180.97,9.19
730,358,101,4,35436.93,16.9
731,3203,348,3,32613.93,37.75
732,352,23,5,38577.32,34.61
733,2642,214,1,41791.12,20.18
734,1619,299,1,53740.25,13.61
735,3118,8,4,46516.44,31.38
736,9136,90,3,33941.39,7.34
737,2759,179,3,49308.36,23.56
738,527,64,5,41104.71,39.76
739,637,483,1,16565.83,36.4
740,951,129,4,63238.56,19.36
741,3224,25,4,14596.17,21.28
742,9363,39,5,44123.94,0.04
743,2809,296,-5,41803.65,3.41
744,1972,427,4,46845.15,16.49
745,1944,189,1,27394.87,6.81
746,2050,101,2,27171.99,8.72
747,3472,377,3,62278.34,13.04
748,2006,256,1,12433.65,3.74
749,2821,213,5,52479.13,15.44
750,3954,312,2,14441.98,24.38
751,1659,226,2,23462.14,7.04
752,2860,310,2,58603.24,23.32
753,1611,75,4,49813.8,26.08
754,484,237,1,60928.37,10.36
755,3953,380,1,45834.41,20.06
756,3135,344,2,44225.23,19.06
757,2476,163,2,40715.03,6.53
758,2229,300,4,50038.77,14.42
759,152,477,2,6862.52,15.37
760,1198,294,2,17423.01,0.38
761,3179,418,1,18438.13,20.37
762,81,256,2,33819.77,21.43
763,2840,192,5,4559.23,6.91
764,2419,173,4,39124.55,26.66
765,642,343,3,1954.37,21.87
766,3680,366,1,12536.91,5.91
767,3803,255,2,7405.33,34.15
768,2975,81,3,28826.11,16.4
769,2721,351,4,10689.71,14.4
770,2130,351,1,3592.23,22.03
771,2238,180,5,52549.22,12.42
772,3061,288,5,63327.92,21.19
773,2278,223,4,5694.65,38.65
774,869,152,5,27298.04,33.2
775,1354,210,2,68188.57,17.71
776,814,221,5,64403.43,31.73
777,698,106,5,38526.65,7.25
778,2617,149,3,755.82,38.55
779,3721,466,3,44965.46,1.06
780,1750,497,1,28766.83,19.47
781,66,249,3,68392.3,3.73
782,950,231,3,56465.79,21.15
783,2073,410,3,44277.6,18.11
784,2193,471,3,30544.58,24.04
