order_id,customer_id,order_date,status,region_code
58,928.0,2024-08-17 08:23:00,DELIVERED,WEST
59,883.0,2024-12-18 22:52:28,DELIVERED,SOUTH
60,254.0,2026-02-16 03:44:49,SHIPPED,CENTRAL
61,,2025-04-18 04:31:05,DELIVERED,NORTH
62,436.0,2025-08-01 16:12:55,DELIVERED,SOUTH
63,86.0,20-06-2026,SHIPPED,EAST
64,245.0,2025-01-27 23:01:52,DELIVERED,CENTRAL
65,766.0,2025-07-07 17:32:58,DELIVERED,SOUTH
66,5322.0,2026-01-21 16:20:13,PLACED,EAST
67,,2025-10-02 06:04:38,DELIVERED,SOUTH
68,807.0,2025-03-20 14:45:43,DELIVERED,EAST
69,910.0,2025-11-27 20:34:03,DELIVERED,CENTRAL
70,722.0,2025-03-25 09:11:41,DELIVERED,NORTH
71,665.0,2025-03-05 00:52:40,DELIVERED,SOUTH
72,329.0,2025-01-08 19:01:32,PLACED,EAST
73,464.0,2025-04-07 15:05:48,DELIVERED,CENTRAL
74,922.0,2025-05-04 20:20:02,DELIVERED,NORTH
75,193.0,2025-10-06 22:56:12,DELIVERED,NORTH
76,112.0,2026-06-30 05:06:20,DELIVERED,NORTH
77,301.0,2026-04-16 12:54:00,DELIVERED,NORTH
78,299.0,26-02-2026,DELIVERED,EAST
79,422.0,2024-07-20 00:36:15,DELIVERED,CENTRAL
80,863.0,2026-04-14 16:26:29,DELIVERED,EAST
81,233.0,2025-05-07 06:50:12,DELIVERED,WEST
82,980.0,2026-03-20 00:43:41,RETURNED,SOUTH
83,166.0,24-05-2026,DELIVERED,SOUTH
84,211.0,05-08-2024,DELIVERED,CENTRAL
85,999.0,2024-10-15 13:03:13,DELIVERED,SOUTH
86,971.0,2027-05-03 06:02:44,DELIVERED,WEST
87,918.0,2026-06-12 12:05:13,SHIPPED,CENTRAL
88,747.0,2026-01-17 16:24:23,CANCELLED,SOUTH
89,695.0,2025-01-15 07:46:05,DELIVERED,NORTH
90,335.0,2025-06-12 21:20:10,CANCELLED,EAST
91,,2025-12-01 00:23:23,SHIPPED,CENTRAL
92,404.0,2026-04-14 04:22:19,CANCELLED,EAST
93,408.0,2025-07-28 21:45:02,DELIVERED,EAST
94,316.0,2025-11-12 01:19:59,DELIVERED,WEST
95,823.0,2024-07-20 01:23:00,DELIVERED,WEST
96,143.0,2025-10-26 20:55:10,RETURNED,CENTRAL
97,344.0,2026-06-05 20:07:31,DELIVERED,EAST
98,425.0,2025-03-10 02:53:35,SHIPPED,WEST
99,297.0,23-10-2025,DELIVERED,CENTRAL
100,758.0,2026-12-29 06:02:44,DELIVERED,WEST
101,128.0,2026-06-26 01:02:41,DELIVERED,SOUTH
102,30.0,2026-01-06 06:26:47,DELIVERED,CENTRAL
103,493.0,2025-11-24 23:39:31,DELIVERED,NORTH
104,383.0,2025-01-04 09:09:49,PLACED,EAST
105,473.0,2025-07-06 17:10:50,DELIVERED,EAST
106,50.0,2026-01-08 17:54:23,DELIVERED,SOUTH
107,784.0,2026-02-17 17:51:28,DELIVERED,EAST
108,278.0,2025-03-29 05:20:57,DELIVERED,NORTH
109,141.0,2026-06-03 18:06:31,CANCELLED,NORTH
110,224.0,2026-06-05 12:03:32,DELIVERED,CENTRAL
111,867.0,2025-06-30 13:39:59,DELIVERED,NORTH
112,120.0,2025-11-10 16:12:32,DELIVERED,WEST
113,912.0,2025-12-10 17:49:08,DELIVERED,NORTH
114,228.0,2024-09-29 03:40:01,DELIVERED,NORTH
115,436.0,2025-04-24 21:40:50,DELIVERED,NORTH
116,202.0,2025-10-04 07:12:19,SHIPPED,EAST
117,45.0,2025-12-19 19:57:01,CANCELLED,SOUTH
118,602.0,2026-04-14 04:28:16,DELIVERED,EAST
119,972.0,2026-04-18 20:14:22,DELIVERED,CENTRAL
120,584.0,2026-02-11 02:20:54,DELIVERED,EAST
121,176.0,2025-12-23 06:45:48,DELIVERED,CENTRAL
122,872.0,2024-08-09 23:04:36,RETURNED,SOUTH
123,855.0,2025-07-16 11:54:31,SHIPPED,EAST
124,127.0,2024-09-19 09:20:37,DELIVERED,NORTH
125,85.0,2026-03-17 18:57:29,DELIVERED,WEST
126,232.0,2026-07-15 13:15:43,PLACED,WEST
127,962.0,2026-07-08 21:59:09,SHIPPED,WEST
128,536.0,2025-06-23 18:17:32,DELIVERED,NORTH
129,760.0,2026-05-03 13:55:49,DELIVERED,CENTRAL
130,865.0,2026-06-15 10:01:30,DELIVERED,CENTRAL
131,608.0,2025-07-04 23:40:22,DELIVERED,CENTRAL
132,973.0,2025-08-16 17:15:20,SHIPPED,EAST
133,502.0,2025-01-11 12:55:33,PLACED,NORTH
134,511.0,2024-11-19 06:28:31,SHIPPED,CENTRAL
135,639.0,07-06-2026,DELIVERED,SOUTH
136,301.0,2025-12-11 00:59:39,DELIVERED,CENTRAL
137,19.0,02-10-2024,DELIVERED,EAST
138,874.0,2026-07-13 09:39:43,DELIVERED,EAST
139,906.0,2024-08-08 02:49:40,DELIVERED,NORTH
140,583.0,2026-05-27 09:22:06,DELIVERED,SOUTH
141,519.0,2025-03-13 06:34:50,DELIVERED,EAST
142,329.0,2025-04-23 21:41:05,DELIVERED,CENTRAL
143,28.0,2025-02-07 13:37:29,RETURNED,WEST
144,360.0,2025-12-25 02:45:22,SHIPPED,NORTH
145,890.0,2027-01-30 06:02:44,DELIVERED,WEST
146,582.0,2026-06-12 19:50:05,PLACED,EAST
147,387.0,2025-11-19 15:11:06,DELIVERED,SOUTH
148,345.0,2025-11-15 21:20:16,DELIVERED,WEST
149,207.0,2026-05-22 19:29:36,DELIVERED,EAST
150,,2025-10-23 13:35:17,DELIVERED,NORTH
151,735.0,2025-07-12 03:18:38,DELIVERED,WEST
152,438.0,2026-02-18 21:33:32,DELIVERED,WEST
153,680.0,2025-03-17 21:02:06,DELIVERED,CENTRAL
154,185.0,2024-12-28 06:11:19,DELIVERED,WEST
155,275.0,2025-09-11 12:11:30,DELIVERED,CENTRAL
156,745.0,2026-05-23 14:58:35,SHIPPED,EAST
157,865.0,2024-09-03 00:14:12,DELIVERED,WEST
158,274.0,2025-03-25 11:47:42,DELIVERED,NORTH
159,154.0,2026-05-13 15:08:19,DELIVERED,WEST
160,433.0,11-01-2026,DELIVERED,EAST
161,675.0,2025-12-29 09:22:11,DELIVERED,NORTH
162,881.0,2025-11-07 10:43:51,RETURNED,EAST
163,688.0,2026-02-11 06:12:15,SHIPPED,NORTH
164,585.0,2026-06-23 14:19:17,CANCELLED,CENTRAL
165,258.0,2025-06-01 23:08:16,DELIVERED,CENTRAL
166,755.0,2025-01-04 05:48:41,SHIPPED,SOUTH
167,220.0,2025-01-23 00:50:10,DELIVERED,EAST
168,717.0,2025-02-15 07:47:09,RETURNED,SOUTH
169,372.0,2024-10-07 03:13:49,CANCELLED,NORTH
170,862.0,2025-03-23 07:24:44,DELIVERED,EAST
171,566.0,2025-09-23 08:42:00,DELIVERED,CENTRAL
172,888.0,2027-03-06 06:02:44,CANCELLED,EAST
173,93.0,2026-06-05 21:21:07,SHIPPED,WEST
174,647.0,2025-09-09 05:15:50,DELIVERED,NORTH
175,843.0,2024-10-18 20:20:50,DELIVERED,WEST
176,898.0,2025-03-03 16:25:05,PLACED,WEST
177,617.0,2025-04-21 11:55:25,DELIVERED,SOUTH
178,646.0,2026-11-27 06:02:44,DELIVERED,NORTH
179,114.0,2025-03-01 19:18:10,DELIVERED,CENTRAL
180,703.0,2025-09-21 19:10:13,SHIPPED,SOUTH
181,704.0,2024-12-03 11:01:09,DELIVERED,WEST
182,898.0,2025-04-27 07:18:23,PLACED,CENTRAL
183,663.0,2025-05-23 06:36:15,DELIVERED,SOUTH
184,51.0,2026-02-01 04:15:07,DELIVERED,CENTRAL
185,,2026-02-20 08:13:50,DELIVERED,WEST
186,122.0,2026-05-30 23:39:11,DELIVERED,WEST
187,392.0,2024-10-18 00:53:08,DELIVERED,SOUTH
188,429.0,2025-11-14 14:56:43,DELIVERED,WEST
189,930.0,2025-09-22 07:43:35,DELIVERED,EAST
190,998.0,2024-10-03 15:08:19,DELIVERED,EAST
191,75.0,24-07-2024,CANCELLED,CENTRAL
192,962.0,2026-04-01 09:43:38,PLACED,CENTRAL
193,635.0,2025-03-05 13:11:32,DELIVERED,NORTH
194,595.0,2026-03-05 22:50:23,DELIVERED,NORTH
195,325.0,2025-02-19 14:17:36,RETURNED,WEST
196,893.0,2024-12-24 16:14:58,CANCELLED,EAST
197,628.0,2025-11-26 11:37:28,SHIPPED,WEST
198,783.0,2024-11-02 11:06:58,DELIVERED,SOUTH
199,153.0,2025-02-09 18:49:57,DELIVERED,NORTH
200,917.0,14-01-2026,DELIVERED,WEST
201,116.0,2026-03-30 01:01:14,DELIVERED,SOUTH
202,855.0,2026-03-14 10:15:49,DELIVERED,CENTRAL
203,,2024-08-11 20:37:32,DELIVERED,WEST
204,694.0,2025-03-08 15:03:18,SHIPPED,EAST
205,605.0,2025-07-19 17:58:31,DELIVERED,WEST
206,465.0,2025-12-02 18:43:48,PLACED,CENTRAL
207,974.0,2025-02-02 12:33:51,DELIVERED,SOUTH
208,217.0,2026-03-28 23:27:22,DELIVERED,CENTRAL
209,975.0,2025-09-10 01:07:34,DELIVERED,WEST
210,,2025-10-21 18:15:57,DELIVERED,SOUTH
211,124.0,2024-12-22 08:09:47,CANCELLED,CENTRAL
212,135.0,2025-02-15 16:52:40,DELIVERED,WEST
213,488.0,2026-06-23 18:39:51,DELIVERED,SOUTH
214,445.0,2024-08-29 17:35:58,DELIVERED,SOUTH
215,954.0,2026-03-01 14:44:29,DELIVERED,WEST
216,308.0,2024-11-06 07:37:40,DELIVERED,EAST
217,,23-12-2025,DELIVERED,NORTH
218,476.0,2026-03-29 06:28:50,SHIPPED,CENTRAL
219,17.0,2026-05-31 08:33:17,DELIVERED,NORTH
220,427.0,2024-12-29 04:22:30,DELIVERED,CENTRAL
221,828.0,2026-01-06 04:54:47,SHIPPED,CENTRAL
222,5060.0,2026-05-23 02:53:09,PLACED,WEST
223,472.0,2026-02-04 15:39:51,DELIVERED,CENTRAL
224,833.0,2026-04-04 15:09:36,DELIVERED,EAST
225,90.0,31-12-2025,RETURNED,NORTH
226,215.0,2025-02-21 06:14:03,DELIVERED,CENTRAL
227,196.0,2026-03-05 02:55:39,SHIPPED,SOUTH
228,757.0,2026-05-15 05:52:12,DELIVERED,SOUTH
229,5323.0,2024-11-11 01:25:29,DELIVERED,WEST
230,426.0,2024-08-02 12:36:25,DELIVERED,WEST
231,410.0,2025-04-30 07:53:16,DELIVERED,WEST
232,238.0,2025-05-22 08:29:47,PLACED,WEST
233,911.0,2025-06-28 14:19:34,DELIVERED,NORTH
234,166.0,2025-03-29 04:52:46,DELIVERED,EAST
235,944.0,2025-04-29 15:42:31,DELIVERED,WEST
236,983.0,2024-09-08 05:41:44,DELIVERED,SOUTH
237,637.0,2025-12-30 15:38:18,SHIPPED,SOUTH
238,621.0,2025-02-09 00:47:49,DELIVERED,CENTRAL
239,49.0,2026-05-23 01:14:12,SHIPPED,CENTRAL
240,33.0,2025-12-11 22:01:34,DELIVERED,WEST
241,265.0,2025-08-22 01:58:27,DELIVERED,SOUTH
242,874.0,2024-09-26 20:41:07,CANCELLED,WEST
243,819.0,2025-03-11 00:32:41,DELIVERED,NORTH
244,844.0,2026-02-15 18:49:20,DELIVERED,EAST
245,161.0,2026-04-11 06:17:14,DELIVERED,SOUTH
246,663.0,2024-08-26 07:23:21,RETURNED,NORTH
247,252.0,2026-05-31 11:03:12,DELIVERED,WEST
248,370.0,2025-02-24 21:24:18,DELIVERED,SOUTH
249,822.0,2025-11-07 23:15:15,DELIVERED,EAST
250,,2027-05-08 06:02:44,SHIPPED,EAST
251,412.0,2025-06-05 13:25:09,DELIVERED,SOUTH
252,925.0,2025-07-05 04:27:43,DELIVERED,EAST
253,430.0,2026-05-04 04:07:20,DELIVERED,EAST
254,9.0,2024-12-18 00:02:54,DELIVERED,SOUTH
255,909.0,2026-02-25 08:09:06,DELIVERED,WEST
256,795.0,2024-12-07 16:39:22,DELIVERED,SOUTH
257,533.0,2025-11-05 11:43:02,DELIVERED,SOUTH
258,,2025-04-08 08:53:38,DELIVERED,WEST
259,518.0,04-04-2026,DELIVERED,NORTH
260,775.0,2024-09-30 05:49:34,DELIVERED,SOUTH
261,825.0,2026-02-11 13:31:17,DELIVERED,CENTRAL
262,240.0,2026-04-05 20:07:17,DELIVERED,WEST
263,533.0,2025-04-18 20:07:15,DELIVERED,WEST
264,101.0,2026-07-05 14:45:35,DELIVERED,SOUTH
265,488.0,26-11-2025,DELIVERED,WEST
266,893.0,2024-11-17 15:43:44,CANCELLED,WEST
267,750.0,2024-08-27 22:06:09,DELIVERED,SOUTH
268,992.0,2025-04-03 12:27:03,DELIVERED,SOUTH
269,967.0,2025-06-28 22:17:16,SHIPPED,EAST
270,586.0,2026-06-08 02:55:11,DELIVERED,EAST
271,,2024-10-11 11:47:38,CANCELLED,EAST
272,5281.0,2025-07-29 06:53:15,DELIVERED,NORTH
273,428.0,2025-03-22 00:41:47,DELIVERED,CENTRAL
274,136.0,2025-05-30 16:04:29,DELIVERED,EAST
275,92.0,2024-11-03 07:09:14,DELIVERED,CENTRAL
276,47.0,2025-12-27 13:55:57,DELIVERED,NORTH
277,586.0,2025-01-12 17:45:55,DELIVERED,NORTH
278,198.0,2024-10-12 13:18:52,DELIVERED,WEST
279,515.0,2025-05-03 12:18:42,PLACED,SOUTH
280,252.0,2025-02-23 21:08:04,DELIVERED,EAST
281,412.0,2025-09-26 06:02:14,SHIPPED,NORTH
282,881.0,2024-11-20 18:29:05,DELIVERED,EAST
283,148.0,2026-01-13 03:01:06,DELIVERED,NORTH
284,630.0,2026-02-04 12:21:07,SHIPPED,SOUTH
285,423.0,2026-07-11 19:08:10,PLACED,SOUTH
286,771.0,2025-11-19 17:32:43,CANCELLED,EAST
287,63.0,2024-09-21 05:32:42,DELIVERED,NORTH
288,276.0,2025-06-21 11:25:53,DELIVERED,SOUTH
289,312.0,2026-03-07 10:43:48,DELIVERED,SOUTH
290,383.0,2025-04-22 21:20:07,RETURNED,CENTRAL
291,,2025-10-22 16:17:35,DELIVERED,SOUTH
292,1.0,2025-06-07 22:07:32,DELIVERED,EAST
293,863.0,2024-07-26 05:56:00,DELIVERED,CENTRAL
294,72.0,2024-10-10 23:11:06,DELIVERED,EAST
295,900.0,2024-10-14 22:16:29,DELIVERED,EAST
296,651.0,2025-10-29 07:24:21,RETURNED,EAST
297,216.0,2026-10-24 06:02:44,PLACED,WEST
298,5.0,2024-12-29 01:58:43,DELIVERED,WEST
299,552.0,2025-09-19 10:54:24,DELIVERED,WEST
300,689.0,2026-07-09 00:15:36,DELIVERED,NORTH
301,128.0,2025-07-03 00:51:38,PLACED,EAST
302,697.0,2025-12-06 12:35:39,DELIVERED,SOUTH
303,240.0,2024-09-24 20:11:15,DELIVERED,CENTRAL
304,,2025-09-23 20:35:44,DELIVERED,CENTRAL
305,506.0,2025-04-24 05:55:33,DELIVERED,SOUTH
306,67.0,2026-07-18 05:14:32,DELIVERED,CENTRAL
307,747.0,2025-12-13 02:34:22,DELIVERED,CENTRAL
308,630.0,2025-02-20 17:17:18,DELIVERED,NORTH
309,875.0,2024-10-17 06:06:38,DELIVERED,WEST
310,508.0,2025-03-12 08:17:01,DELIVERED,WEST
311,546.0,21-12-2025,DELIVERED,NORTH
312,756.0,2026-04-08 14:23:09,SHIPPED,EAST
313,319.0,2025-08-14 09:54:41,PLACED,EAST
314,861.0,2025-05-09 20:35:08,PLACED,EAST
315,533.0,2025-12-11 15:35:46,DELIVERED,WEST
316,593.0,2025-05-01 10:22:39,DELIVERED,NORTH
317,802.0,2026-03-06 21:53:30,DELIVERED,NORTH
318,105.0,2026-02-10 02:01:31,SHIPPED,WEST
319,239.0,2025-08-08 23:46:04,DELIVERED,WEST
320,902.0,2024-09-02 11:20:41,PLACED,CENTRAL
321,337.0,2026-09-20 06:02:44,DELIVERED,CENTRAL
322,130.0,2025-08-15 11:41:43,DELIVERED,SOUTH
323,141.0,07-03-2026,RETURNED,EAST
324,319.0,2025-11-05 19:49:43,DELIVERED,EAST
325,378.0,2026-01-19 04:40:11,DELIVERED,CENTRAL
326,880.0,2024-12-16 07:40:50,DELIVERED,NORTH
327,350.0,2025-11-10 20:28:32,DELIVERED,CENTRAL
328,580.0,2024-10-11 11:25:47,DELIVERED,NORTH
329,508.0,08-04-2026,DELIVERED,SOUTH
330,493.0,2025-12-07 14:43:00,DELIVERED,SOUTH
331,846.0,2024-07-21 15:51:48,SHIPPED,EAST
332,451.0,2025-06-09 11:11:51,PLACED,SOUTH
333,291.0,2025-03-04 08:36:49,DELIVERED,SOUTH
334,,2024-08-15 08:45:52,DELIVERED,WEST
335,671.0,2025-09-10 20:34:12,DELIVERED,EAST
336,677.0,2025-11-06 12:18:19,DELIVERED,NORTH
337,122.0,2024-09-19 22:09:35,DELIVERED,EAST
338,326.0,2025-01-21 07:55:37,DELIVERED,SOUTH
339,875.0,2026-01-18 20:57:54,DELIVERED,SOUTH
340,872.0,2024-09-17 13:52:23,DELIVERED,CENTRAL
341,67.0,2024-10-16 21:00:22,DELIVERED,CENTRAL
342,476.0,2025-02-20 21:03:01,RETURNED,WEST
343,275.0,2026-06-23 14:48:55,DELIVERED,SOUTH
344,463.0,2024-11-20 02:59:25,DELIVERED,EAST
345,261.0,2026-07-01 12:37:41,DELIVERED,CENTRAL
346,43.0,2025-11-10 13:03:34,DELIVERED,WEST
347,325.0,15-01-2025,PLACED,NORTH
348,302.0,2024-08-20 11:53:25,CANCELLED,NORTH
349,122.0,08-06-2026,DELIVERED,EAST
350,764.0,2026-05-09 13:52:50,RETURNED,CENTRAL
351,935.0,2025-02-17 02:13:04,RETURNED,WEST
352,842.0,2025-08-11 22:09:08,DELIVERED,SOUTH
353,887.0,2024-10-27 22:23:49,DELIVERED,CENTRAL
354,776.0,2025-07-11 00:44:01,DELIVERED,WEST
355,789.0,2025-03-03 08:46:12,PLACED,SOUTH
356,592.0,2026-05-14 01:56:19,DELIVERED,EAST
357,348.0,2026-07-15 21:53:41,DELIVERED,EAST
358,334.0,2025-10-03 13:38:39,RETURNED,EAST
359,582.0,2025-07-25 17:57:01,RETURNED,SOUTH
360,972.0,2025-12-02 06:59:22,DELIVERED,WEST
361,655.0,2025-11-13 19:12:31,PLACED,CENTRAL
362,,2024-08-19 10:48:28,DELIVERED,EAST
363,676.0,2024-08-13 14:31:39,DELIVERED,WEST
364,401.0,2024-10-29 06:10:09,PLACED,SOUTH
365,134.0,2026-04-04 02:59:59,SHIPPED,CENTRAL
366,962.0,2024-12-21 23:32:07,DELIVERED,SOUTH
367,457.0,2024-10-23 19:23:45,CANCELLED,WEST
368,472.0,25-08-2025,CANCELLED,EAST
369,718.0,2025-09-23 01:23:00,DELIVERED,WEST
370,256.0,2025-02-05 09:41:38,DELIVERED,CENTRAL
371,98.0,2026-01-01 08:50:02,DELIVERED,CENTRAL
372,299.0,22-05-2025,CANCELLED,WEST
373,781.0,2025-08-23 10:12:26,DELIVERED,EAST
374,420.0,2025-01-24 04:32:41,PLACED,WEST
375,391.0,2025-11-04 09:57:45,DELIVERED,SOUTH
376,335.0,2024-11-14 01:45:44,DELIVERED,WEST
377,144.0,2025-06-15 22:05:11,DELIVERED,SOUTH
378,302.0,2026-06-07 21:15:44,PLACED,EAST
379,158.0,2025-11-23 23:02:55,DELIVERED,WEST
380,,2026-06-04 13:38:55,DELIVERED,NORTH
381,400.0,2024-10-30 09:48:35,DELIVERED,SOUTH
382,952.0,2024-12-13 14:47:55,PLACED,NORTH
383,346.0,2025-10-20 15:48:47,SHIPPED,SOUTH
384,742.0,2025-01-30 13:30:41,DELIVERED,SOUTH
385,640.0,2025-10-23 06:04:43,DELIVERED,EAST
386,332.0,2025-11-01 08:22:13,DELIVERED,NORTH
387,674.0,2025-12-21 15:49:54,DELIVERED,EAST
388,786.0,2025-09-02 12:01:45,RETURNED,CENTRAL
389,176.0,2025-11-02 22:56:15,DELIVERED,SOUTH
390,341.0,2025-07-26 08:37:33,DELIVERED,NORTH
391,,2024-11-14 14:26:59,DELIVERED,CENTRAL
392,602.0,09-03-2026,SHIPPED,SOUTH
393,756.0,2025-03-05 20:48:11,DELIVERED,SOUTH
394,156.0,2026-02-13 05:34:39,RETURNED,WEST
395,757.0,2025-04-20 13:57:11,PLACED,WEST
396,664.0,2026-06-21 23:13:16,DELIVERED,SOUTH
397,553.0,2025-01-14 13:32:10,DELIVERED,SOUTH
398,623.0,2025-01-31 02:13:53,PLACED,WEST
399,72.0,10-08-2025,SHIPPED,SOUTH
400,607.0,2025-11-29 09:43:17,DELIVERED,WEST
401,319.0,2025-05-10 22:01:09,DELIVERED,CENTRAL
402,460.0,2025-03-15 08:39:47,RETURNED,EAST
403,408.0,2024-09-20 18:22:40,DELIVERED,SOUTH
404,840.0,2026-05-12 22:58:45,SHIPPED,EAST
405,610.0,2026-02-06 03:17:31,DELIVERED,EAST
406,385.0,2024-11-01 15:54:23,SHIPPED,SOUTH
407,,2026-02-20 18:23:07,CANCELLED,WEST
408,994.0,2025-02-02 15:58:10,PLACED,NORTH
409,944.0,2024-09-27 07:40:58,RETURNED,EAST
410,522.0,2026-07-03 06:23:24,DELIVERED,WEST
411,754.0,2024-12-27 02:28:39,DELIVERED,NORTH
412,715.0,2026-06-13 00:43:32,SHIPPED,SOUTH
413,617.0,2026-02-09 13:02:08,SHIPPED,WEST
414,408.0,2024-10-15 23:43:46,DELIVERED,SOUTH
415,850.0,2025-08-06 08:26:39,DELIVERED,CENTRAL
416,316.0,2026-04-18 07:34:49,SHIPPED,CENTRAL
417,796.0,2025-09-20 21:33:31,DELIVERED,EAST
418,7.0,2026-09-21 06:02:44,DELIVERED,WEST
419,671.0,2024-09-25 13:29:48,SHIPPED,WEST
420,187.0,2025-03-29 15:16:35,DELIVERED,SOUTH
421,829.0,2025-09-08 17:19:34,DELIVERED,CENTRAL
422,112.0,2025-02-08 18:21:24,DELIVERED,EAST
423,31.0,2025-01-31 18:30:48,PLACED,NORTH
424,682.0,2024-09-28 03:18:20,PLACED,CENTRAL
425,533.0,2024-08-21 19:23:41,DELIVERED,WEST
426,345.0,2025-03-07 01:29:08,CANCELLED,WEST
427,388.0,2026-01-18 00:00:02,PLACED,WEST
428,743.0,2024-11-26 17:59:19,DELIVERED,SOUTH
429,378.0,2026-02-26 14:25:14,DELIVERED,NORTH
430,654.0,2027-02-17 06:02:44,RETURNED,EAST
431,695.0,2026-02-13 22:27:58,SHIPPED,WEST
432,962.0,2025-08-24 18:10:08,CANCELLED,WEST
433,301.0,2026-04-23 01:41:48,DELIVERED,CENTRAL
434,33.0,2025-05-07 21:36:51,DELIVERED,WEST
435,173.0,2025-09-23 10:37:20,DELIVERED,SOUTH
436,772.0,2025-01-23 00:15:33,PLACED,EAST
437,925.0,2025-12-01 08:41:24,RETURNED,NORTH
438,682.0,2025-12-20 18:24:10,DELIVERED,SOUTH
439,955.0,2025-11-10 02:36:11,CANCELLED,WEST
440,670.0,2024-10-29 23:45:00,DELIVERED,NORTH
441,298.0,2025-09-05 08:43:43,DELIVERED,NORTH
442,587.0,2025-01-29 01:55:34,PLACED,NORTH
443,605.0,2026-05-19 16:12:12,DELIVERED,SOUTH
444,5437.0,2025-10-27 16:33:32,DELIVERED,SOUTH
445,836.0,2025-04-14 03:49:47,DELIVERED,SOUTH
446,765.0,2026-02-05 17:46:33,DELIVERED,NORTH
447,281.0,2025-11-25 04:40:09,DELIVERED,WEST
448,61.0,2025-05-19 06:58:27,DELIVERED,SOUTH
449,718.0,2025-06-17 04:13:13,DELIVERED,EAST
450,835.0,2025-06-03 10:09:42,DELIVERED,WEST
451,357.0,2025-04-02 08:42:30,DELIVERED,SOUTH
452,718.0,2025-06-25 02:56:59,DELIVERED,NORTH
453,871.0,2025-02-12 06:54:36,DELIVERED,WEST
454,299.0,2026-06-13 15:20:15,DELIVERED,EAST
455,744.0,2025-08-02 01:20:28,DELIVERED,WEST
456,696.0,2025-12-24 14:20:26,SHIPPED,NORTH
457,121.0,2026-05-23 14:21:12,DELIVERED,WEST
458,,2024-12-31 21:06:28,RETURNED,WEST
459,795.0,2025-10-25 02:10:39,DELIVERED,WEST
